txn_id,sender_account,sender_person_id,receiver_account,receiver_person_id,amount_inr,datetime,bank_sender,bank_receiver,txn_type,description,flagged_suspicious
TXN000201,ACC43591464,P0022,ACC82788896,P0010,2720.23,2024-06-29 07:06:05,HDFC,Union Bank,Cash Deposit,Investment,No
TXN000202,ACC44654107,P0004,ACC55658290,P0028,1978.4,2023-12-05 22:11:10,SBI,Canara,Wire,Unknown,No
TXN000203,ACC22881862,P0043,ACC76878955,P0057,46947.54,2022-01-01 02:42:08,ICICI,Union Bank,IMPS,Service Fee,Yes
TXN000204,ACC34510701,P0065,ACC46245645,P0014,547.59,2022-03-22 10:07:21,Axis,ICICI,IMPS,Service Fee,Yes
TXN000205,ACC14359404,P0048,ACC58469806,P0079,923779.32,2022-04-13 14:45:12,ICICI,Union Bank,Cash Deposit,Unknown,No
TXN000206,ACC52723076,P0064,ACC20581573,P0066,3397.61,2022-01-10 12:18:43,Axis,Kotak,Wire,Business Payment,No
TXN000207,ACC31782481,P0024,ACC20694051,P0001,1748.45,2023-06-03 19:44:48,Kotak,HDFC,NEFT,Unknown,No
TXN000208,ACC22352071,P0020,ACC10998284,P0041,326918.13,2022-12-21 07:58:23,PNB,ICICI,NEFT,Loan Repayment,No
TXN000209,ACC77171016,P0016,ACC31999265,P0008,766.96,2023-02-12 18:27:58,SBI,HDFC,Cash Deposit,Investment,No
TXN000210,ACC39315551,P0086,ACC95641687,P0049,158736.16,2023-12-13 21:08:45,Axis,Axis,Cash Deposit,Service Fee,No
TXN000211,ACC19985429,P0056,ACC83847719,P0068,5923.0,2022-12-09 10:00:13,ICICI,PNB,NEFT,Business Payment,No
TXN000212,ACC97069298,P0040,ACC83677009,P0069,928803.59,2023-07-05 08:11:37,SBI,ICICI,Wire,Unknown,No
TXN000213,ACC10998284,P0041,ACC19985429,P0056,1989.63,2023-10-21 13:53:43,SBI,PNB,RTGS,Business Payment,Yes
TXN000214,ACC66394418,P0074,ACC35172528,P0090,674972.39,2023-02-07 14:14:50,ICICI,SBI,IMPS,Goods Purchase,No
TXN000215,ACC21007045,P0082,ACC28444834,P0061,1973032.34,2022-11-28 18:55:11,HDFC,ICICI,Cash Deposit,Goods Purchase,Yes
TXN000216,ACC28373284,P0076,ACC81264557,P0056,7089.18,2024-03-27 00:56:44,ICICI,Union Bank,IMPS,Loan Repayment,Yes
TXN000217,ACC61979251,P0035,ACC81751708,P0017,49248.65,2022-01-02 14:07:05,PNB,ICICI,RTGS,Goods Purchase,Yes
TXN000218,ACC42963378,P0002,ACC84820714,P0034,36519.08,2022-03-11 11:58:58,HDFC,Union Bank,Wire,Business Payment,No
TXN000219,ACC22352071,P0020,ACC74018781,P0078,246438.71,2023-07-18 17:05:46,PNB,Union Bank,Wire,Investment,No
TXN000220,ACC22352071,P0020,ACC83677009,P0069,72654.77,2022-08-31 15:34:48,Axis,HDFC,Cash Deposit,Investment,Yes
TXN000221,ACC64017185,P0030,ACC35172528,P0090,127570.21,2024-06-22 09:55:03,HDFC,ICICI,RTGS,Goods Purchase,No
TXN000222,ACC93359286,P0031,ACC20694051,P0001,29803.99,2022-05-19 21:09:03,Kotak,HDFC,IMPS,Loan Repayment,No
TXN000223,ACC15226275,P0051,ACC97069298,P0040,3790.14,2023-03-08 11:36:38,Axis,SBI,Wire,Personal Transfer,No
TXN000224,ACC80073291,P0025,ACC48759195,P0009,49040.4,2022-08-13 04:08:45,Union Bank,Union Bank,IMPS,Service Fee,No
TXN000225,ACC83189524,P0022,ACC28222781,P0045,2178.19,2023-03-04 10:56:03,Canara,Kotak,UPI,Personal Transfer,No
TXN000226,ACC42152047,P0013,ACC22771791,P0063,1159955.54,2022-12-31 12:57:37,HDFC,Axis,RTGS,Service Fee,No
TXN000227,ACC49234073,P0005,ACC93359286,P0031,4958.01,2023-04-26 09:24:55,SBI,ICICI,Cash Deposit,Goods Purchase,Yes
TXN000228,ACC55462982,P0040,ACC31782481,P0024,161573.67,2022-03-10 19:24:25,ICICI,ICICI,Cash Deposit,Business Payment,No
TXN000229,ACC31782481,P0024,ACC46111036,P0075,215101.62,2024-05-11 13:53:58,Canara,Union Bank,NEFT,Investment,No
TXN000230,ACC98301804,P0071,ACC64017185,P0030,227172.38,2023-08-19 09:49:48,Kotak,Kotak,Wire,Business Payment,No
TXN000231,ACC88960861,P0077,ACC98301804,P0071,35818.6,2023-08-05 13:22:00,Kotak,Canara,RTGS,Investment,No
TXN000232,ACC81780879,P0026,ACC18979241,P0033,24522.79,2022-09-19 06:50:26,ICICI,PNB,Wire,Unknown,No
TXN000233,ACC52556000,P0049,ACC23900847,P0029,956.35,2023-07-01 23:31:38,HDFC,Canara,RTGS,Goods Purchase,No
TXN000234,ACC81264557,P0056,ACC74591190,P0018,221119.82,2024-04-04 07:56:08,Kotak,Union Bank,RTGS,Loan Repayment,No
TXN000235,ACC20581573,P0066,ACC89291824,P0096,1561.33,2024-04-08 22:15:04,HDFC,PNB,Wire,Unknown,No
TXN000236,ACC15467685,P0073,ACC67237068,P0007,1200356.72,2023-12-08 18:43:17,Union Bank,PNB,UPI,Investment,Yes
TXN000237,ACC52556000,P0049,ACC28444834,P0061,1056078.24,2024-05-27 08:25:24,Canara,HDFC,UPI,Personal Transfer,No
TXN000238,ACC80073291,P0025,ACC72451136,P0017,1296.87,2023-08-10 10:59:53,Kotak,HDFC,IMPS,Personal Transfer,No
TXN000239,ACC55658290,P0028,ACC13509495,P0059,953130.58,2022-07-06 03:54:59,Axis,SBI,UPI,Service Fee,No
TXN000240,ACC36061115,P0026,ACC89575745,P0045,898542.63,2022-05-06 09:03:42,Kotak,Axis,RTGS,Service Fee,No
TXN000241,ACC22477883,P0074,ACC21599659,P0023,1854.49,2023-04-09 18:26:14,Union Bank,Axis,NEFT,Goods Purchase,No
TXN000242,ACC67237068,P0007,ACC89291824,P0096,273057.09,2022-06-21 04:59:07,HDFC,PNB,Wire,Unknown,No
TXN000243,ACC57816281,P0020,ACC15226275,P0051,14410.19,2023-03-20 16:51:29,Kotak,Kotak,Wire,Goods Purchase,No
TXN000244,ACC30880066,P0012,ACC93260889,P0023,2737.49,2023-12-10 16:26:50,PNB,ICICI,RTGS,Investment,No
TXN000245,ACC43229057,P0082,ACC81780879,P0026,782450.41,2022-01-04 03:17:58,SBI,SBI,Wire,Goods Purchase,No
TXN000246,ACC64017185,P0030,ACC58469806,P0079,4695.93,2022-02-07 00:58:09,Union Bank,ICICI,Wire,Personal Transfer,No
TXN000247,ACC81264557,P0056,ACC61979251,P0035,1939.05,2023-09-11 09:14:36,HDFC,Axis,UPI,Unknown,No
TXN000248,ACC42022542,P0088,ACC88699165,P0032,139152.02,2023-12-28 04:33:49,Canara,ICICI,Wire,Business Payment,Yes
TXN000249,ACC61979251,P0035,ACC32732400,P0087,373611.42,2024-04-27 21:43:13,Axis,ICICI,RTGS,Personal Transfer,No
TXN000250,ACC21438741,P0042,ACC53246831,P0035,930994.12,2023-12-09 22:53:57,Axis,PNB,RTGS,Personal Transfer,No
TXN000251,ACC28373284,P0076,ACC19227140,P0076,891.98,2023-07-19 14:02:32,ICICI,Canara,Cash Deposit,Investment,No
TXN000252,ACC87402122,P0090,ACC38502474,P0030,4233.94,2022-06-09 12:06:22,Axis,ICICI,Wire,Business Payment,No
TXN000253,ACC74018781,P0078,ACC95641687,P0049,800456.17,2024-02-11 08:08:09,Axis,Axis,Wire,Personal Transfer,No
TXN000254,ACC93359286,P0031,ACC35172528,P0090,9775.88,2022-12-21 17:42:54,ICICI,ICICI,RTGS,Goods Purchase,No
TXN000255,ACC15467685,P0073,ACC42152047,P0013,41947.38,2023-01-16 20:03:57,Canara,Axis,Wire,Service Fee,No
TXN000256,ACC28222781,P0045,ACC70571332,P0015,1095229.62,2022-10-10 03:52:15,SBI,Union Bank,Wire,Loan Repayment,No
TXN000257,ACC19985429,P0056,ACC29570681,P0024,19578.15,2024-03-04 12:11:25,SBI,Kotak,Wire,Investment,No
TXN000258,ACC73124701,P0086,ACC20581573,P0066,174581.98,2022-11-23 08:36:04,ICICI,HDFC,IMPS,Business Payment,No
TXN000259,ACC52556000,P0049,ACC77171016,P0016,352953.7,2022-01-18 18:59:42,HDFC,Canara,Cash Deposit,Personal Transfer,Yes
TXN000260,ACC13509495,P0059,ACC43229057,P0082,2962.05,2024-04-10 04:01:16,ICICI,Canara,RTGS,Goods Purchase,No
TXN000261,ACC77171016,P0016,ACC10709540,P0089,37803.39,2023-08-09 07:48:45,Canara,Canara,UPI,Unknown,Yes
TXN000262,ACC21007045,P0082,ACC15467685,P0073,611290.03,2023-05-18 15:14:05,ICICI,ICICI,UPI,Goods Purchase,No
TXN000263,ACC67237068,P0007,ACC34847621,P0083,1302147.74,2023-10-27 17:26:22,Axis,Axis,Wire,Goods Purchase,Yes
TXN000264,ACC81264557,P0056,ACC70788473,P0037,9126.3,2022-02-01 16:43:46,PNB,ICICI,RTGS,Business Payment,No
TXN000265,ACC95768162,P0011,ACC38502474,P0030,1661893.61,2024-04-06 12:17:18,Union Bank,Kotak,UPI,Business Payment,No
TXN000266,ACC20694051,P0001,ACC94767925,P0027,963780.24,2023-05-24 12:19:36,Union Bank,Union Bank,IMPS,Business Payment,No
TXN000267,ACC70788473,P0037,ACC83291553,P0070,495773.47,2022-02-03 00:26:15,PNB,PNB,Wire,Personal Transfer,No
TXN000268,ACC14882771,P0037,ACC48759195,P0009,22375.44,2023-04-21 14:05:07,PNB,ICICI,Cash Deposit,Goods Purchase,No
TXN000269,ACC72207404,P0042,ACC13509495,P0059,36262.47,2023-01-12 11:07:10,ICICI,Union Bank,UPI,Goods Purchase,No
TXN000270,ACC19227140,P0076,ACC47670632,P0055,191306.11,2023-09-19 12:22:59,Kotak,Canara,Wire,Investment,No
TXN000271,ACC47670632,P0055,ACC34800234,P0060,44359.66,2022-11-11 22:16:50,HDFC,Kotak,Cash Deposit,Business Payment,No
TXN000272,ACC28222781,P0045,ACC14359404,P0048,1821376.29,2022-09-28 00:33:48,ICICI,ICICI,RTGS,Business Payment,Yes
TXN000273,ACC34800234,P0060,ACC80192532,P0089,264662.62,2022-04-13 07:10:06,SBI,Union Bank,RTGS,Business Payment,No
TXN000274,ACC21599659,P0023,ACC39315551,P0086,185611.36,2022-07-17 09:40:45,Canara,PNB,IMPS,Investment,Yes
TXN000275,ACC81780879,P0026,ACC80073291,P0025,185797.06,2023-01-26 02:09:46,Axis,SBI,NEFT,Personal Transfer,No
TXN000276,ACC43591464,P0022,ACC36061115,P0026,999977.68,2024-06-04 11:33:45,Canara,Axis,IMPS,Unknown,No
TXN000277,ACC94669760,P0085,ACC20694051,P0001,24360.99,2022-03-12 08:45:23,Kotak,Axis,IMPS,Goods Purchase,No
TXN000278,ACC49935956,P0071,ACC49890367,P0070,1495.79,2024-06-25 06:18:56,ICICI,Axis,UPI,Personal Transfer,No
TXN000279,ACC31999265,P0008,ACC84300929,P0046,1377.06,2022-01-20 09:14:42,Union Bank,Canara,Cash Deposit,Goods Purchase,No
TXN000280,ACC43424331,P0098,ACC67237068,P0007,40616.14,2023-08-06 08:24:48,SBI,ICICI,Wire,Business Payment,No
TXN000281,ACC58469806,P0079,ACC50292848,P0052,497096.15,2022-03-01 04:14:34,PNB,SBI,RTGS,Personal Transfer,Yes
TXN000282,ACC15226275,P0051,ACC28373284,P0076,13152.83,2022-07-23 06:08:33,ICICI,Axis,NEFT,Personal Transfer,No
TXN000283,ACC36061115,P0026,ACC34800234,P0060,49617.79,2022-01-23 07:12:16,Canara,Union Bank,UPI,Business Payment,No
TXN000284,ACC19227140,P0076,ACC21007045,P0082,1140302.23,2023-09-17 19:22:48,PNB,Axis,Wire,Business Payment,No
TXN000285,ACC15226275,P0051,ACC47113201,P0067,456580.18,2024-04-15 15:10:15,SBI,Axis,IMPS,Goods Purchase,No
TXN000286,ACC95768162,P0011,ACC80073291,P0025,2930.83,2022-04-04 14:45:10,ICICI,ICICI,IMPS,Business Payment,No
TXN000287,ACC42152047,P0013,ACC58469806,P0079,888415.25,2024-01-18 03:53:58,Union Bank,Union Bank,IMPS,Service Fee,No
TXN000288,ACC66394418,P0074,ACC43591464,P0022,471071.84,2022-02-21 12:23:40,Axis,Union Bank,RTGS,Service Fee,No
TXN000289,ACC68035954,P0029,ACC80458179,P0061,2776.05,2024-04-01 18:50:44,PNB,Canara,UPI,Service Fee,Yes
TXN000290,ACC17370298,P0052,ACC26072981,P0047,37611.82,2023-10-05 06:28:36,HDFC,ICICI,NEFT,Personal Transfer,No
TXN000291,ACC47352869,P0019,ACC30880066,P0012,281080.73,2023-12-06 17:26:51,SBI,HDFC,UPI,Service Fee,No
TXN000292,ACC32732400,P0087,ACC28377021,P0053,469639.58,2022-04-17 18:39:39,Kotak,PNB,RTGS,Unknown,No
TXN000293,ACC93260889,P0023,ACC42022542,P0088,457392.22,2022-09-13 07:35:29,ICICI,ICICI,NEFT,Loan Repayment,No
TXN000294,ACC23900847,P0029,ACC55658290,P0028,355607.24,2023-08-29 20:24:54,Axis,Axis,Wire,Goods Purchase,No
TXN000295,ACC43424331,P0098,ACC14882771,P0037,1410.61,2022-11-09 16:53:33,Union Bank,PNB,NEFT,Loan Repayment,No
TXN000296,ACC49234073,P0005,ACC88699165,P0032,357402.45,2022-03-15 19:49:55,PNB,Axis,Wire,Investment,No
TXN000297,ACC26072981,P0047,ACC84820714,P0034,144141.38,2023-03-01 07:17:11,Union Bank,Union Bank,UPI,Loan Repayment,No
TXN000298,ACC38502474,P0030,ACC34510701,P0065,3052.57,2022-05-26 19:08:01,PNB,ICICI,RTGS,Unknown,No
TXN000299,ACC21599659,P0023,ACC77171016,P0016,1951.61,2022-06-05 18:20:20,Canara,Axis,UPI,Personal Transfer,No
TXN000300,ACC64017185,P0030,ACC51861461,P0073,33009.03,2022-02-13 13:24:04,PNB,Kotak,Cash Deposit,Unknown,No
TXN000301,ACC97018401,P0100,ACC80458179,P0061,936.93,2022-02-14 08:36:34,Axis,ICICI,NEFT,Service Fee,No
TXN000302,ACC76353912,P0034,ACC23900847,P0029,401949.94,2023-06-08 21:58:56,HDFC,PNB,Cash Deposit,Personal Transfer,No
TXN000303,ACC26730079,P0099,ACC22477883,P0074,2911.03,2023-06-28 10:16:35,SBI,Canara,IMPS,Loan Repayment,No
TXN000304,ACC20694051,P0001,ACC82788896,P0010,1873349.42,2023-03-29 20:33:30,Axis,PNB,Cash Deposit,Loan Repayment,No
TXN000305,ACC64176956,P0072,ACC17370298,P0052,1618033.68,2024-01-12 04:13:18,ICICI,HDFC,Cash Deposit,Personal Transfer,No
TXN000306,ACC68035954,P0029,ACC76353912,P0034,187537.22,2022-06-17 19:16:34,Axis,HDFC,IMPS,Goods Purchase,No
TXN000307,ACC35172528,P0090,ACC93260889,P0023,1738073.53,2023-08-26 19:38:39,Kotak,HDFC,Wire,Personal Transfer,Yes
TXN000308,ACC14882771,P0037,ACC93260889,P0023,1147986.48,2022-01-22 23:44:47,ICICI,SBI,NEFT,Business Payment,No
TXN000309,ACC14882771,P0037,ACC93359286,P0031,2926.59,2022-11-26 20:02:20,ICICI,Kotak,RTGS,Unknown,No
TXN000310,ACC44225424,P0100,ACC20694051,P0001,29891.78,2023-11-07 18:49:39,SBI,SBI,UPI,Investment,Yes
TXN000311,ACC88960861,P0077,ACC93359286,P0031,39032.89,2024-05-14 17:56:13,Canara,Axis,RTGS,Service Fee,No
TXN000312,ACC51861461,P0073,ACC74591190,P0018,1945212.61,2022-07-01 12:29:06,Axis,Canara,Cash Deposit,Loan Repayment,No
TXN000313,ACC20694051,P0001,ACC81751708,P0017,34872.08,2024-01-05 19:09:06,Axis,PNB,RTGS,Investment,Yes
TXN000314,ACC25216365,P0015,ACC28281865,P0095,2645.92,2023-02-20 15:31:24,HDFC,SBI,UPI,Service Fee,No
TXN000315,ACC88699165,P0032,ACC42963378,P0002,285191.0,2022-09-11 02:39:08,Union Bank,Union Bank,UPI,Business Payment,No
TXN000316,ACC80192532,P0089,ACC93260889,P0023,31703.94,2023-07-09 22:19:22,Union Bank,ICICI,Wire,Goods Purchase,No
TXN000317,ACC23900847,P0029,ACC98301804,P0071,36316.9,2023-09-19 11:36:53,HDFC,ICICI,IMPS,Investment,No
TXN000318,ACC19985429,P0056,ACC87402122,P0090,123128.44,2023-11-19 13:40:40,SBI,Union Bank,Wire,Loan Repayment,No
TXN000319,ACC49234073,P0005,ACC24346658,P0080,394174.48,2022-03-06 14:36:39,Canara,Union Bank,NEFT,Unknown,No
TXN000320,ACC97018401,P0100,ACC34847621,P0083,164709.55,2023-02-20 08:04:32,Axis,Kotak,NEFT,Investment,No
TXN000321,ACC28222781,P0045,ACC50292848,P0052,4275.03,2023-01-25 09:49:37,SBI,Kotak,IMPS,Loan Repayment,No
TXN000322,ACC88699165,P0032,ACC41931968,P0091,4127.92,2022-06-17 12:08:29,SBI,Canara,UPI,Loan Repayment,Yes
TXN000323,ACC46245645,P0014,ACC44654107,P0004,4279.4,2024-02-28 07:00:35,Axis,SBI,IMPS,Investment,No
TXN000324,ACC43424331,P0098,ACC97018401,P0100,1566.33,2023-07-21 11:26:55,Axis,SBI,RTGS,Investment,No
TXN000325,ACC23349287,P0003,ACC30880066,P0012,1085566.0,2022-04-15 18:56:55,PNB,Axis,NEFT,Loan Repayment,No
TXN000326,ACC28377021,P0053,ACC22352071,P0020,136211.85,2023-03-19 14:36:03,Union Bank,SBI,Wire,Business Payment,Yes
TXN000327,ACC94669760,P0085,ACC93359286,P0031,33923.26,2023-03-14 11:56:44,HDFC,SBI,RTGS,Loan Repayment,No
TXN000328,ACC55626134,P0055,ACC55728427,P0047,69469.64,2023-03-09 17:57:59,Canara,PNB,RTGS,Loan Repayment,No
TXN000329,ACC20692205,P0069,ACC55658290,P0028,1016289.49,2024-06-12 15:08:20,Canara,ICICI,RTGS,Service Fee,No
TXN000330,ACC29570681,P0024,ACC12777085,P0003,1489859.77,2024-03-23 00:16:31,Kotak,Union Bank,UPI,Loan Repayment,Yes
TXN000331,ACC50292848,P0052,ACC53990376,P0060,15027.68,2023-07-02 07:20:00,Union Bank,HDFC,RTGS,Loan Repayment,No
TXN000332,ACC54799885,P0064,ACC55462982,P0040,957.32,2024-01-29 07:25:08,ICICI,HDFC,NEFT,Goods Purchase,No
TXN000333,ACC85351481,P0044,ACC55658290,P0028,25849.15,2023-09-25 11:35:20,PNB,PNB,RTGS,Personal Transfer,Yes
TXN000334,ACC19985429,P0056,ACC18979241,P0033,968941.72,2022-04-29 16:20:31,PNB,HDFC,UPI,Business Payment,No
TXN000335,ACC80458179,P0061,ACC10446705,P0013,213472.76,2023-04-04 14:19:17,Union Bank,Axis,IMPS,Goods Purchase,No
TXN000336,ACC34510701,P0065,ACC55658290,P0028,379310.06,2022-04-25 14:07:22,Kotak,Union Bank,RTGS,Loan Repayment,No
TXN000337,ACC86630175,P0038,ACC48759195,P0009,2000.17,2023-06-27 06:26:05,HDFC,Axis,RTGS,Service Fee,Yes
TXN000338,ACC84820714,P0034,ACC19227140,P0076,4713.53,2022-12-28 05:30:34,Union Bank,Axis,NEFT,Loan Repayment,Yes
TXN000339,ACC74018781,P0078,ACC61979251,P0035,131692.67,2023-02-23 10:53:42,Axis,PNB,Wire,Personal Transfer,No
TXN000340,ACC41931968,P0091,ACC30880066,P0012,1137283.67,2022-07-12 09:17:55,Canara,Union Bank,NEFT,Goods Purchase,No
TXN000341,ACC24346658,P0080,ACC20692205,P0069,228870.72,2022-08-18 06:52:25,ICICI,Kotak,UPI,Goods Purchase,No
TXN000342,ACC95641687,P0049,ACC23438230,P0062,736.96,2022-04-25 01:34:38,PNB,Union Bank,RTGS,Unknown,No
TXN000343,ACC89291824,P0096,ACC22881862,P0043,4246.97,2023-07-08 19:26:42,Kotak,Kotak,RTGS,Goods Purchase,No
TXN000344,ACC49890367,P0070,ACC49386369,P0051,1428879.77,2023-08-20 11:28:10,PNB,Union Bank,IMPS,Goods Purchase,Yes
TXN000345,ACC54799885,P0064,ACC62135687,P0093,28324.07,2022-05-27 02:28:47,Union Bank,HDFC,RTGS,Loan Repayment,Yes
TXN000346,ACC43424331,P0098,ACC53246831,P0035,3376.84,2022-12-03 18:33:19,Kotak,PNB,NEFT,Service Fee,No
TXN000347,ACC86630175,P0038,ACC28373284,P0076,2733.53,2022-03-26 05:46:13,SBI,Axis,Cash Deposit,Unknown,No
TXN000348,ACC74018781,P0078,ACC87622366,P0097,1979107.25,2024-05-04 17:05:17,PNB,SBI,NEFT,Goods Purchase,Yes
TXN000349,ACC88699165,P0032,ACC83189524,P0022,721710.44,2023-03-10 18:13:14,PNB,HDFC,Wire,Service Fee,No
TXN000350,ACC87402122,P0090,ACC87622366,P0097,259105.75,2022-07-19 04:43:25,SBI,HDFC,NEFT,Unknown,No
TXN000351,ACC72451136,P0017,ACC12777085,P0003,1360257.88,2022-11-11 04:41:55,PNB,PNB,NEFT,Personal Transfer,No
TXN000352,ACC82788896,P0010,ACC46245645,P0014,3605.38,2022-02-13 09:20:03,ICICI,Kotak,RTGS,Goods Purchase,No
TXN000353,ACC86630175,P0038,ACC64176956,P0072,1680526.69,2022-07-30 12:48:25,ICICI,Union Bank,NEFT,Personal Transfer,No
TXN000354,ACC35172528,P0090,ACC64176956,P0072,3057.57,2023-10-04 10:34:20,Canara,HDFC,IMPS,Goods Purchase,No
TXN000355,ACC43229057,P0082,ACC84300929,P0046,1063360.35,2023-08-05 05:22:22,HDFC,HDFC,UPI,Loan Repayment,No
TXN000356,ACC98301804,P0071,ACC82788896,P0010,42724.36,2023-04-13 00:54:10,Canara,Canara,UPI,Business Payment,No
TXN000357,ACC84300929,P0046,ACC60946520,P0054,884637.12,2022-03-20 01:57:06,Union Bank,PNB,Wire,Personal Transfer,No
TXN000358,ACC87622366,P0097,ACC47670632,P0055,2343.18,2022-07-13 21:35:34,SBI,ICICI,UPI,Personal Transfer,No
TXN000359,ACC95641687,P0049,ACC55658290,P0028,2689.73,2022-09-27 20:16:43,Kotak,Union Bank,NEFT,Unknown,Yes
TXN000360,ACC21438741,P0042,ACC50241177,P0058,4074.11,2023-03-05 15:25:16,SBI,ICICI,RTGS,Unknown,Yes
TXN000361,ACC15226275,P0051,ACC35172528,P0090,2544.55,2024-05-26 22:15:53,PNB,Union Bank,RTGS,Service Fee,No
TXN000362,ACC29570681,P0024,ACC21007045,P0082,1696.47,2024-03-18 03:48:24,Kotak,SBI,RTGS,Loan Repayment,No
TXN000363,ACC80192532,P0089,ACC62135687,P0093,142495.89,2023-06-09 07:46:14,Axis,Canara,IMPS,Service Fee,No
TXN000364,ACC43229057,P0082,ACC23349287,P0003,4232.3,2022-12-24 06:32:52,Canara,SBI,RTGS,Unknown,No
TXN000365,ACC49935956,P0071,ACC36061115,P0026,2069.06,2023-11-02 05:55:55,Axis,HDFC,Cash Deposit,Business Payment,No
TXN000366,ACC43229057,P0082,ACC86371930,P0084,529520.39,2023-12-08 18:53:45,Kotak,HDFC,Cash Deposit,Personal Transfer,No
TXN000367,ACC82085863,P0050,ACC83847719,P0068,612925.03,2024-01-02 19:19:06,ICICI,ICICI,IMPS,Unknown,No
TXN000368,ACC67237068,P0007,ACC73124701,P0086,1899952.74,2022-07-29 05:11:23,HDFC,Union Bank,IMPS,Service Fee,No
TXN000369,ACC61979251,P0035,ACC28377021,P0053,42457.18,2023-03-06 03:06:34,SBI,SBI,RTGS,Loan Repayment,No
TXN000370,ACC80837586,P0094,ACC88960861,P0077,517998.81,2023-04-05 22:41:10,SBI,ICICI,NEFT,Business Payment,Yes
TXN000371,ACC28444834,P0061,ACC85351481,P0044,374648.77,2022-07-21 13:34:37,SBI,SBI,IMPS,Investment,No
TXN000372,ACC76878955,P0057,ACC67237068,P0007,769.7,2022-01-27 14:13:39,Union Bank,HDFC,RTGS,Service Fee,No
TXN000373,ACC43229057,P0082,ACC18979241,P0033,1221.11,2024-02-01 16:30:56,HDFC,Canara,UPI,Personal Transfer,No
TXN000374,ACC31782481,P0024,ACC65777619,P0006,441562.45,2024-02-01 13:50:07,Union Bank,HDFC,Cash Deposit,Personal Transfer,Yes
TXN000375,ACC70571332,P0015,ACC73124701,P0086,25465.47,2024-04-24 07:48:19,Kotak,ICICI,RTGS,Loan Repayment,No
TXN000376,ACC57816281,P0020,ACC49935956,P0071,569.29,2022-05-26 23:58:59,SBI,Kotak,IMPS,Goods Purchase,No
TXN000377,ACC73124701,P0086,ACC84820714,P0034,353481.32,2022-11-20 03:14:59,ICICI,Union Bank,UPI,Business Payment,No
TXN000378,ACC47670632,P0055,ACC65777619,P0006,171656.78,2023-08-22 17:22:07,Canara,SBI,RTGS,Business Payment,No
TXN000379,ACC93260889,P0023,ACC50241177,P0058,636378.19,2023-07-08 12:48:44,Kotak,Canara,IMPS,Investment,Yes
TXN000380,ACC19227140,P0076,ACC41931968,P0091,3535.09,2023-05-28 16:17:19,Union Bank,Kotak,NEFT,Unknown,No
TXN000381,ACC58469806,P0079,ACC47352869,P0019,9929.1,2022-03-29 13:19:02,SBI,Canara,Cash Deposit,Goods Purchase,Yes
TXN000382,ACC70788473,P0037,ACC98301804,P0071,107535.9,2022-08-24 08:34:17,Canara,Kotak,UPI,Business Payment,Yes
TXN000383,ACC38502474,P0030,ACC31782481,P0024,48445.89,2022-06-01 22:54:00,ICICI,HDFC,RTGS,Personal Transfer,No
TXN000384,ACC68035954,P0029,ACC23349287,P0003,2116.76,2022-03-04 00:01:35,Canara,Axis,IMPS,Goods Purchase,No
TXN000385,ACC21007045,P0082,ACC89575745,P0045,3171.85,2022-05-05 08:07:25,SBI,SBI,Cash Deposit,Service Fee,No
TXN000386,ACC83291553,P0070,ACC23900847,P0029,1900728.21,2024-01-28 22:39:02,Canara,SBI,Cash Deposit,Service Fee,No
TXN000387,ACC47670632,P0055,ACC26730079,P0099,1799901.17,2023-05-07 08:24:15,SBI,SBI,NEFT,Unknown,Yes
TXN000388,ACC41931968,P0091,ACC49386369,P0051,16206.85,2023-04-02 02:59:06,HDFC,PNB,NEFT,Goods Purchase,Yes
TXN000389,ACC47113201,P0067,ACC14359404,P0048,11368.47,2022-01-19 06:40:16,SBI,HDFC,IMPS,Personal Transfer,No
TXN000390,ACC89575745,P0045,ACC15226275,P0051,194743.24,2022-10-18 18:56:45,Kotak,Canara,UPI,Investment,No
TXN000391,ACC10446705,P0013,ACC22352071,P0020,11207.67,2023-12-25 17:58:05,ICICI,ICICI,Wire,Personal Transfer,Yes
TXN000392,ACC89303061,P0081,ACC50292848,P0052,450807.31,2023-05-28 02:31:16,PNB,ICICI,UPI,Personal Transfer,No
TXN000393,ACC36724504,P0036,ACC66394418,P0074,1902.08,2022-01-09 09:05:10,HDFC,ICICI,Cash Deposit,Goods Purchase,No
TXN000394,ACC43591464,P0022,ACC44225424,P0100,81249.48,2022-12-21 18:01:18,Canara,HDFC,NEFT,Business Payment,No
TXN000395,ACC40434030,P0033,ACC10998284,P0041,24191.17,2023-06-19 04:29:05,SBI,HDFC,Wire,Goods Purchase,No
TXN000396,ACC70788473,P0037,ACC80073291,P0025,3055.09,2022-05-09 00:41:57,Kotak,PNB,NEFT,Investment,No
TXN000397,ACC74018781,P0078,ACC53990376,P0060,451042.47,2022-11-16 12:46:02,Kotak,ICICI,RTGS,Investment,No
TXN000398,ACC10998284,P0041,ACC47670632,P0055,48487.68,2022-01-08 11:31:46,Axis,Kotak,UPI,Service Fee,No
TXN000399,ACC14359404,P0048,ACC85351481,P0044,48249.61,2022-06-17 10:48:06,ICICI,Union Bank,Wire,Personal Transfer,No
TXN000400,ACC43229057,P0082,ACC20694051,P0001,366616.57,2023-12-17 12:09:54,ICICI,Kotak,NEFT,Unknown,No
